Spin Correlations values from pickles/*.pickle
For inp values for each row see inp_readme.csv

Temp,n_samples,mean_d1,mean_d2,mean_d3,mean_d4,mean_d5,mean_d6,mean_d7,mean_d8,mean_d9,std_d1,std_d2,std_d3,std_d4,std_d5,std_d6,std_d7,std_d8,std_d9
3.2,500.0,0.1335672000972554,0.051097200075055006,0.015157200074318098,-0.0008827999518929572,-0.012972799925191793,-0.015822799873825715,-0.018002799970021733,-0.01930279998849481,0.0,0.05098081423941771,0.049863423171581184,0.047516861354791974,0.04419863664283302,0.042478603730927114,0.04519760289629033,0.04759272011309868,0.05620553999145019,0.0
3.3,500.0,0.12247504985542036,0.04138504999078897,0.006585049973684363,-0.007614950131406659,-0.014744950123830204,-0.014884950115003449,-0.013634950058468966,-0.010264950126900659,0.0,0.0486575294461939,0.04668475365016829,0.044154463889173934,0.04486336053381788,0.04377966442919213,0.04454288199525896,0.04436911337674824,0.0539159891812409,0.0
3.4,500.0,0.11034605008270591,0.03715605002360826,0.005516050098916894,-0.008213949958456798,-0.010583949875464896,-0.013843949998612952,-0.015263949900622685,-0.014363949941165629,0.0,0.04668322900538441,0.04595655621700189,0.04212497254444384,0.042290733420184676,0.04271859198442555,0.04278647757966377,0.041389255086982206,0.05054235385252811,0.0
3.5,500.0,0.10846469977604284,0.03452469994930972,0.005914699897857645,-0.006365300095056155,-0.009745300093742554,-0.010885300117867156,-0.011715299991547364,-0.01387530011747731,0.0,0.04851747707080443,0.04904994721539842,0.044292212285487645,0.04247052157919746,0.04260687004734602,0.04100065815364565,0.04350795884109423,0.05243464782369634,0.0
3.6,500.0,0.09521384975052206,0.025033849973507605,0.0026038500585996373,-0.007476149894240661,-0.009226150065776892,-0.010256149971552077,-0.012016149890405359,-0.012346149945053621,0.0,0.04571982839449147,0.044109702254895564,0.04370244772814,0.04075853490762098,0.045396625961443886,0.04210768180659073,0.04345581236702456,0.046344185763442965,0.0
3.7,500.0,0.0907924995326066,0.02443250002360219,0.0012724999827689318,-0.006437499909065082,-0.010067500000125584,-0.01213749998498679,-0.010127500068421795,-0.014807500065169734,0.0,0.04435215397425967,0.044226531620087516,0.03988036357854473,0.042191459205710165,0.04258535645111246,0.043489438289503496,0.043332111473797855,0.048596554354745886,0.0
3.8,500.0,0.08712300004405915,0.022503000092495784,0.0009429999278945616,-0.0069869999573279355,-0.010946999985904695,-0.011416999962006668,-0.011516999904790283,-0.012777000012076314,0.0,0.0437877211808427,0.044359431378803056,0.0430907345827412,0.03988009506929582,0.04113274048202426,0.04213675676921228,0.042173675114958335,0.04801156049657027,0.0
3.9,500.0,0.07948209995348181,0.02120209989201976,0.00042209980374900626,-0.007057900117186801,-0.01097790014081329,-0.0103879000654415,-0.011947900049527525,-0.01242790001576068,0.0,0.04187536325962958,0.04113889560424008,0.04166988835878633,0.039700583334820815,0.042256023276146706,0.04207146673384011,0.041910398040216214,0.04504902414003648,0.0
4.0,500.0,0.07352634996012784,0.01724635005077289,-0.0008636499596145586,-0.005253649972297717,-0.007753650039114291,-0.009433650034894527,-0.00875365001218277,-0.011593649967731762,0.0,0.04434392962905824,0.0422176761484326,0.041027373246965974,0.03932087747829835,0.03957389502827757,0.04145566914630597,0.03877459054517801,0.04483325803259742,0.0
4.1,500.0,0.06565919996220153,0.011879199879615044,-0.00269080004920761,-0.0053908000813244145,-0.007860800117614418,-0.009510800128681149,-0.008930800135877217,-0.008700800092890858,0.0,0.041059981456897515,0.03973686877866366,0.03879853381998044,0.037425845494752995,0.039313216184727856,0.03721056060909983,0.037485416385566496,0.04438747258072277,0.0
4.2,500.0,0.06344065000981573,0.015200649970636295,-0.0013693500057747588,-0.005999350004884036,-0.008319350011614006,-0.00877935004660685,-0.009389349966193549,-0.0068193500038910134,0.0,0.04113556030212787,0.041147370904653646,0.03825698326058007,0.03769486292167366,0.038504549152414275,0.03992796530734745,0.039328717234380105,0.0447934297408255,0.0
4.3,500.0,0.06154045001399936,0.012670449949906033,-0.004659549998345028,-0.010379550055524742,-0.011039550069520773,-0.009719550008888182,-0.011469549962294405,-0.008979550062512281,0.0,0.043104163639548616,0.03902234096451814,0.039503898470543364,0.038595127100809395,0.03919550660353384,0.04019585490300825,0.04128352966865208,0.04487817495569768,0.0
